init,targ,rollout_id,embedding,sampled_embedding
21,65,0,"[-0.7064138054847717, -1.274834156036377, 1.3118135929107666, 0.5613420009613037, -1.6926851272583008, 1.5987625122070312, 0.3766131103038788, -0.7083210349082947, -1.3311582803726196, -0.8140556216239929, -3.823835849761963, -3.014087677001953, -3.3019278049468994, -4.358983993530273, 1.7206480503082275, -4.1018595695495605, -3.9002528190612793, -2.825021266937256, -3.2108466625213623, -2.300292730331421]","[-0.668988823890686, -1.263068437576294, 1.328148603439331, 0.5538508296012878, -7.525845050811768, 1.5964646339416504, 0.40173256397247314, -0.7485894560813904, -1.384238600730896, -0.7136844396591187]"
21,65,1,"[-1.3535141944885254, 1.9028621912002563, 1.312730073928833, -0.6015065312385559, -1.27946138381958, 1.7571306228637695, 0.230101078748703, -0.8873521685600281, 0.2809406816959381, -1.6216455698013306, -2.648292064666748, -2.18886399269104, -3.4874844551086426, -4.166214942932129, 0.3308753967285156, -4.176007270812988, -4.26012659072876, -1.849090576171875, -3.2379608154296875, -2.1328892707824707]","[-1.3381043672561646, 1.8826924562454224, 1.247873306274414, -0.5937892198562622, -1.988084316253662, 1.7655876874923706, 0.23982077836990356, -0.9389907717704773, 0.26930922269821167, -1.6143906116485596]"
21,65,2,"[-1.3089138269424438, 0.6779797077178955, 1.2891982793807983, 1.1118601560592651, -1.684941291809082, 1.2209283113479614, 0.41652539372444153, -0.1567097008228302, -0.8523029685020447, 1.0909395217895508, -3.4142050743103027, -1.8861751556396484, -3.598752498626709, -3.86086368560791, 0.7421531677246094, -3.884165048599243, -3.7733025550842285, -3.499270439147949, -2.736067295074463, -0.39379167556762695]","[-1.298508882522583, 0.7425207495689392, 1.2814843654632568, 1.1208614110946655, -2.427858591079712, 1.2337400913238525, 0.41381633281707764, -0.13745944201946259, -1.0879473686218262, 1.768711805343628]"
21,65,3,"[-1.043167233467102, 2.0282771587371826, 1.4623526334762573, 0.9733585119247437, -1.5037331581115723, 1.8917421102523804, 1.0077041387557983, -0.5361697673797607, -0.4567203223705292, 2.004657030105591, -2.604407787322998, -1.756036639213562, -3.956106185913086, -3.2392659187316895, -0.5364416837692261, -3.979546070098877, -3.219759464263916, -2.68941593170166, -2.0141043663024902, -1.2043037414550781]","[-1.0987420082092285, 1.83645761013031, 1.4967294931411743, 1.0274782180786133, -1.5481995344161987, 1.8911420106887817, 1.014493465423584, -0.4572778046131134, -0.6804265379905701, 2.419677257537842]"
21,65,4,"[-0.3104791045188904, 1.4435957670211792, 1.3484162092208862, -1.3031539916992188, -0.03310307860374451, 1.7036454677581787, 0.3305869996547699, -0.6114861369132996, -1.048401951789856, -0.9848842620849609, -3.4693751335144043, -3.5337066650390625, -3.8642795085906982, -4.437639236450195, 1.6415612697601318, -4.357260704040527, -3.573334217071533, -1.8538552522659302, -2.8005733489990234, -2.3051633834838867]","[-0.25979453325271606, 1.4496265649795532, 1.3278285264968872, -1.2933539152145386, 5.119112491607666, 1.7118510007858276, 0.35993480682373047, -0.44700512290000916, -1.069303274154663, -0.9931729435920715]"
21,65,5,"[-0.6486656665802002, 0.9975334405899048, 1.510970115661621, -1.486005425453186, -0.6838457584381104, 1.5086616277694702, -0.17963466048240662, -0.4327787458896637, -0.8027393221855164, -1.218271017074585, -3.7668018341064453, -2.532198190689087, -3.6076865196228027, -4.712575912475586, 1.4020211696624756, -4.608726978302002, -4.49879789352417, -2.547304153442383, -3.854814291000366, -2.601917028427124]","[-0.6647733449935913, 1.141302466392517, 1.4789756536483765, -1.4889791011810303, 3.5629613399505615, 1.5125439167022705, -0.18293149769306183, -0.48588696122169495, -0.7953357100486755, -1.1349351406097412]"
21,65,6,"[-1.510447382926941, -0.008690916933119297, 1.6686171293258667, -1.1748098134994507, -1.0140464305877686, 0.8063586354255676, 0.8621069192886353, -0.2905786335468292, 1.2661898136138916, -0.7508057951927185, -2.3499269485473633, -2.229630470275879, -2.742344379425049, -3.8334174156188965, 4.222259521484375, -3.848356246948242, -3.9488682746887207, -2.881570816040039, -3.6985578536987305, -1.4185069799423218]","[-1.4955952167510986, 0.0840955376625061, 1.6798845529556274, -1.2000294923782349, 9.923789024353027, 0.8066226840019226, 0.8656333684921265, -0.2983492314815521, 1.2309842109680176, -0.9116243124008179]"
21,65,7,"[-1.7935864925384521, 2.1708290576934814, 1.4838242530822754, -0.769982635974884, -0.830409049987793, 1.2447218894958496, 0.48945990204811096, -0.5980238914489746, 1.445875644683838, -0.7801418304443359, -2.57501482963562, -0.7230511903762817, -3.812654495239258, -3.9437026977539062, 0.5578477382659912, -3.9483065605163574, -4.2936224937438965, -3.243396282196045, -2.932011365890503, -3.0669260025024414]","[-1.7526166439056396, 1.765921711921692, 1.4564704895019531, -0.778824508190155, 0.10134536027908325, 1.260014533996582, 0.4910585284233093, -0.536921501159668, 1.5012952089309692, -0.8344674110412598]"
21,65,8,"[-2.891108512878418, 0.3043079674243927, 2.0019338130950928, -0.6370056867599487, -0.05726310610771179, 1.2469611167907715, 2.4332070350646973, -0.7141768932342529, 2.1675217151641846, 0.8060076236724854, 0.30046045780181885, -2.5164785385131836, -2.7858622074127197, -3.7653136253356934, 4.186007499694824, -3.811913013458252, -3.7084641456604004, -2.3694674968719482, -4.355884552001953, 1.3307714462280273]","[-4.393746376037598, 0.34821346402168274, 1.9233342409133911, -0.6251507997512817, 4.755682468414307, 1.2269092798233032, 2.439146041870117, -0.7858579158782959, 2.1613075733184814, 0.0889539122581482]"
21,65,9,"[-0.8780606985092163, -1.2179514169692993, 1.3144545555114746, -0.9376335144042969, -1.53468918800354, 1.6640665531158447, 0.34272149205207825, -0.2571157217025757, 1.4803889989852905, -0.5602647662162781, -3.9769349098205566, -3.4395809173583984, -3.347672939300537, -4.54892635345459, 2.096320390701294, -4.24525260925293, -4.174589157104492, -3.086038112640381, -3.1835296154022217, -2.4206771850585938]","[-0.9173204302787781, -1.1664509773254395, 1.3236713409423828, -0.9324122667312622, -3.2314538955688477, 1.6737512350082397, 0.32897454500198364, -0.3430449366569519, 1.473063349723816, -0.46464410424232483]"
