init,targ,rollout_id,embedding,sampled_embedding
63,16,0,"[-1.9976294040679932, 1.7273324728012085, 1.5618609189987183, -0.4456871747970581, -1.9061000347137451, 1.064816951751709, -0.09821226447820663, -0.26863452792167664, 2.349534511566162, 0.9452238082885742, -2.3237576484680176, -3.038539409637451, -3.655237913131714, -3.5749330520629883, -0.23258638381958008, -4.177544116973877, -4.485166072845459, -2.93125057220459, -2.853039503097534, -0.5218908786773682]","[-1.829889178276062, 1.7388139963150024, 1.573333978652954, -0.4620952606201172, -2.7333273887634277, 1.062686562538147, -0.08421686291694641, -0.30484461784362793, 2.2736196517944336, 1.5394601821899414]"
63,16,1,"[-0.8219711780548096, 2.1522269248962402, 1.2782478332519531, -1.877779245376587, -0.7895256280899048, 1.4085158109664917, 0.326605886220932, -0.5107800960540771, 1.3409620523452759, -0.8022618889808655, -4.345231533050537, -0.30418241024017334, -3.3362691402435303, -2.6824734210968018, 1.842376470565796, -3.900630474090576, -3.9687976837158203, -3.1077585220336914, -2.231597423553467, -2.652229070663452]","[-0.8191474080085754, 2.0194244384765625, 1.202803373336792, -1.8437505960464478, -4.002089977264404, 1.4196538925170898, 0.33961284160614014, -0.5254471302032471, 1.3091425895690918, -0.7979457974433899]"
63,16,2,"[-0.4500312805175781, -1.823857069015503, 1.556645393371582, -1.4329982995986938, -1.83241605758667, 1.1411268711090088, -0.0976584181189537, -0.09369322657585144, -1.4056453704833984, 1.4016191959381104, -2.790658473968506, -4.964176177978516, -3.652801990509033, -5.617097854614258, 0.1708831787109375, -3.9793684482574463, -4.303979873657227, -2.2628095149993896, -4.248129844665527, -0.221055269241333]","[-0.43062055110931396, -1.8208848237991333, 1.549337387084961, -1.4314438104629517, -2.252021312713623, 1.1527751684188843, -0.09925191104412079, -0.027406759560108185, -1.4575942754745483, 2.2071871757507324]"
63,16,3,"[-1.9035650491714478, 1.3160468339920044, 1.4450390338897705, -0.9345756769180298, -1.174072027206421, 0.4524005055427551, 0.4489555060863495, -0.37701451778411865, -0.6986476182937622, -0.746936023235321, -2.4064412117004395, -2.2210137844085693, -3.8422131538391113, -3.683420419692993, 0.4432976245880127, -3.56766939163208, -3.9672975540161133, -3.523684024810791, -2.3751559257507324, -1.8344602584838867]","[-1.971306324005127, 1.1955554485321045, 1.4835628271102905, -0.8998650908470154, -1.2925198078155518, 0.45149460434913635, 0.4521704316139221, -0.34276026487350464, -0.8545581102371216, -0.5259342193603516]"
63,16,4,"[-1.885623574256897, 1.2755693197250366, 1.4886442422866821, 0.1721065491437912, -0.777066171169281, 0.6336870789527893, 0.3801310956478119, -0.35465359687805176, 0.5891960859298706, 0.5217548608779907, -2.0498876571655273, -1.5784752368927002, -3.809248208999634, -3.22688364982605, 0.5484955310821533, -3.5484068393707275, -3.970625400543213, -3.5100154876708984, -2.0271477699279785, -0.647912859916687]","[-1.6760427951812744, 1.3181805610656738, 1.466891884803772, 0.20499595999717712, 0.9498912692070007, 0.6521113514900208, 0.3998568654060364, -0.32325902581214905, 0.5438991785049438, 0.4782819449901581]"
63,16,5,"[-1.5377341508865356, -0.7307406663894653, 1.6516191959381104, 0.9935641288757324, -1.0396459102630615, 0.3548141121864319, 0.8099648952484131, -0.29793816804885864, 0.9069963097572327, -1.4077732563018799, -1.5217045545578003, -2.8146584033966064, -2.8261642456054688, -2.555666923522949, 3.5333240032196045, -3.56493878364563, -3.476689338684082, -3.1752634048461914, -2.547318458557129, -1.8017810583114624]","[-1.6898123025894165, -0.6223493814468384, 1.581717848777771, 0.967858076095581, 6.682916641235352, 0.36583954095840454, 0.8008028268814087, -0.32628095149993896, 0.9343667030334473, -1.222280740737915]"
63,16,6,"[-2.281987428665161, 1.6426823139190674, 1.5277355909347534, 1.1707580089569092, -1.0422718524932861, 0.7917660474777222, -0.0248539000749588, -0.6834575533866882, -1.9255805015563965, -1.2573437690734863, -2.107759952545166, -2.4172024726867676, -3.5604195594787598, -2.5880584716796875, 0.7587563991546631, -4.267608642578125, -4.419023036956787, -2.6337900161743164, -2.1060526371002197, -2.8006949424743652]","[-2.2630655765533447, 1.7195994853973389, 1.532707691192627, 1.0831401348114014, 2.1190311908721924, 0.7919396758079529, -0.02265019528567791, -0.6934130787849426, -2.0986528396606445, -1.2977138757705688]"
63,16,7,"[-1.2234814167022705, -1.4584410190582275, 1.326714277267456, -1.3092563152313232, -0.880378782749176, 0.613854169845581, 0.16300150752067566, -0.568461000919342, 1.843302845954895, -1.4064819812774658, -3.6035518646240234, -2.114959716796875, -3.4197239875793457, -4.468594074249268, 1.9694182872772217, -3.6403141021728516, -4.040983200073242, -3.145332098007202, -3.1310505867004395, -1.9860706329345703]","[-1.2088334560394287, -1.5591011047363281, 1.2861946821212769, -1.314487338066101, 2.942044258117676, 0.6346628069877625, 0.1650596261024475, -0.5010629892349243, 1.888720154762268, -1.5665903091430664]"
63,16,8,"[-1.598336935043335, 0.6459082961082458, 1.365420937538147, 0.046585217118263245, -1.8263449668884277, 0.8119907379150391, 0.223178893327713, -1.5200810432434082, -0.2138015478849411, -0.7992263436317444, -3.137007236480713, -2.554614543914795, -3.635742664337158, -4.212389945983887, 0.4872612953186035, -4.055108070373535, -3.783277988433838, -1.6761114597320557, -3.071864604949951, -2.459367275238037]","[-1.646640658378601, 0.6881709694862366, 1.3318222761154175, 0.05416637659072876, -0.766025185585022, 0.7962677478790283, 0.2286897748708725, -1.6634730100631714, -0.23624126613140106, -0.8154263496398926]"
63,16,9,"[-1.9474304914474487, -0.019335109740495682, 1.6441278457641602, -0.2068852186203003, -0.06504969298839569, 0.377914696931839, 0.6488635540008545, -1.9503748416900635, 1.2274417877197266, -1.5958976745605469, -0.6203325986862183, -2.7872321605682373, -3.4036002159118652, -3.517869472503662, -0.048909544944763184, -3.3844261169433594, -3.8433070182800293, -1.3733820915222168, -2.7859153747558594, -2.075899124145508]","[-3.0738525390625, 0.07954810559749603, 1.6528433561325073, -0.19224467873573303, -0.28372085094451904, 0.4008200466632843, 0.6297174692153931, -2.4267375469207764, 1.2165393829345703, -1.4609122276306152]"
