init,targ,rollout_id,embedding,sampled_embedding
12,65,0,"[-0.8347274661064148, 1.2021137475967407, 1.4939467906951904, 1.4886415004730225, -1.6840016841888428, 1.1597609519958496, -0.13814625144004822, -3.820749521255493, -0.2433685064315796, -1.4476211071014404, -2.668874740600586, -4.105534076690674, -3.4197163581848145, -1.9819252490997314, 0.44948649406433105, -4.7778778076171875, -4.74537992477417, 1.1910322904586792, -1.8167693614959717, -1.9999282360076904]","[-0.7159443497657776, 1.2060638666152954, 1.5084667205810547, 1.407938003540039, -3.3202357292175293, 1.1585921049118042, -0.1273573786020279, -6.054910182952881, -0.4573485255241394, -1.3120847940444946]"
12,65,1,"[-1.5983433723449707, 0.28420186042785645, 1.7146251201629639, 0.028384234756231308, -1.0444002151489258, 0.9042872190475464, 0.7765656113624573, -0.3884781002998352, 1.7762950658798218, 1.9171204566955566, -1.764786720275879, -2.229520797729492, -3.2528629302978516, -3.347543478012085, 2.299293279647827, -3.630587100982666, -3.4651737213134766, -2.9403693675994873, -3.09051251411438, -0.7000669240951538]","[-1.5610615015029907, 0.26483574509620667, 1.6326181888580322, 0.04588306322693825, -4.8054304122924805, 0.918878436088562, 0.7980883121490479, -0.4058176577091217, 1.7628157138824463, 1.947522521018982]"
12,65,2,"[-1.3485990762710571, 2.125847578048706, 1.3894990682601929, -0.6784541010856628, -2.349590539932251, 0.28476110100746155, 0.617624044418335, -0.24739676713943481, 2.078901767730713, -1.4632765054702759, -2.509319543838501, -1.2274219989776611, -3.213176965713501, -3.632190704345703, 0.6343436241149902, -3.392753839492798, -3.8945703506469727, -3.425914764404297, -2.910247564315796, -1.9221670627593994]","[-1.3228816986083984, 2.250565528869629, 1.3781561851501465, -0.6671401858329773, -3.016580581665039, 0.3057034909725189, 0.6152243614196777, -0.22668130695819855, 1.880926251411438, -1.316275954246521]"
12,65,3,"[-1.552278995513916, 0.2859087884426117, 1.6898447275161743, -0.6691259741783142, -2.61539363861084, 0.36935222148895264, 0.8591952919960022, -0.7271628975868225, 2.2695000171661377, 0.25516077876091003, -1.6298108100891113, -2.086979389190674, -2.8426427841186523, -3.440643310546875, 2.074671745300293, -3.4393508434295654, -3.7166385650634766, -2.4498348236083984, -3.378833055496216, 1.1368095874786377]","[-1.6995575428009033, 0.14813511073589325, 1.794518232345581, -0.6248775124549866, -3.1772093772888184, 0.3683222830295563, 0.8633260726928711, -0.6269135475158691, 2.2123541831970215, 4.56838321685791]"
12,65,4,"[-0.14565043151378632, 0.49998557567596436, 1.2645463943481445, 1.1785645484924316, -0.08246815204620361, 0.9499250054359436, 0.6215033531188965, -0.6746626496315002, -0.4906364381313324, 1.7673084735870361, -3.581794261932373, -2.2380194664001465, -3.7437987327575684, -3.0559301376342773, 0.3425753116607666, -3.643991470336914, -3.0506174564361572, -2.5710253715515137, -1.750604510307312, -0.5967680215835571]","[-0.10035517066717148, 0.5220193266868591, 1.2413227558135986, 1.2175856828689575, 1.3230990171432495, 0.9666697382926941, 0.6710014939308167, -0.5943742394447327, -0.550363302230835, 1.7215542793273926]"
12,65,5,"[-0.5732898116111755, 2.012460231781006, 1.4116955995559692, -1.7985742092132568, -2.1306052207946777, 0.9320622086524963, 0.1473083198070526, -3.351921319961548, -0.9346176981925964, -1.0342249870300293, -3.6829447746276855, -2.5397140979766846, -3.593430757522583, -4.167049407958984, -0.04070389270782471, -4.425236225128174, -4.224577903747559, 0.6742881536483765, -3.4282543659210205, -1.8324843645095825]","[-0.5908064842224121, 2.1551527976989746, 1.379241704940796, -1.8037054538726807, -1.1271569728851318, 0.9367263317108154, 0.14297130703926086, -4.6832380294799805, -0.9232755303382874, -0.8543411493301392]"
12,65,6,"[-1.818008542060852, 0.09556882083415985, 1.7882444858551025, -0.766606867313385, -2.564882516860962, 0.7126292586326599, 1.0552582740783691, -0.4317604601383209, 2.1812551021575928, 0.00603368878364563, -1.3191909790039062, -2.4269163608551025, -2.5851950645446777, -3.941344738006592, 2.5471460819244385, -3.6040077209472656, -4.298884868621826, -2.46299409866333, -4.1299848556518555, 0.3178572654724121]","[-1.7763760089874268, 0.17174240946769714, 1.801429271697998, -0.7892464399337769, 8.372953414916992, 0.7129663825035095, 1.0577433109283447, -0.44357019662857056, 2.15838623046875, -0.9068794250488281]"
12,65,7,"[-0.34598395228385925, -0.312338262796402, 1.3726052045822144, 0.1004221960902214, -2.3960037231445312, 0.7126362919807434, 0.7828819751739502, -0.2510995864868164, 2.2346301078796387, 1.602858066558838, -2.7477023601531982, -3.439912796020508, -3.898752212524414, -3.1536364555358887, -2.0267574787139893, -3.3338682651519775, -3.358262538909912, -3.037348747253418, -1.6162207126617432, -0.6770156621932983]","[-0.3115118443965912, -0.33909526467323303, 1.3475079536437988, 0.08093880116939545, -2.3257253170013428, 0.7409066557884216, 0.7869555354118347, -0.17601624131202698, 2.4412176609039307, 1.0100293159484863]"
12,65,8,"[-0.8515315055847168, 1.3400250673294067, 1.4590338468551636, -0.09513314068317413, -0.13565444946289062, 0.7009314894676208, 0.44427505135536194, -0.5891873240470886, -0.4930059611797333, -0.8859425783157349, -2.728086233139038, -2.1025238037109375, -3.811119556427002, -3.6436095237731934, 0.8739686012268066, -3.6009368896484375, -3.9164252281188965, -3.365046977996826, -2.2135918140411377, -2.741447925567627]","[-0.9242379665374756, 1.406444787979126, 1.4308398962020874, -0.08174396306276321, 1.425269365310669, 0.6761698722839355, 0.4490989148616791, -0.6156741380691528, -0.5459430813789368, -0.8981608152389526]"
12,65,9,"[-1.4546282291412354, 1.6373322010040283, 1.4430556297302246, -0.3488641381263733, -0.4169502258300781, 1.3589121103286743, 0.6318309307098389, -1.411386251449585, 1.5708087682724, -1.7294816970825195, -2.2278976440429688, -0.7288414239883423, -3.11793851852417, -3.3169503211975098, 2.939931631088257, -3.9235098361968994, -3.848768711090088, -1.4982597827911377, -2.6953213214874268, -1.463744878768921]","[-1.6803349256515503, 2.411919355392456, 1.4546527862548828, -0.33096569776535034, -2.113715171813965, 1.3722723722457886, 0.6127890944480896, -1.8318263292312622, 1.5588724613189697, -1.4805145263671875]"
12,65,10,"[-0.9200146794319153, -1.4077503681182861, 1.2996233701705933, -0.3900017738342285, -2.3072988986968994, 1.3263914585113525, 0.30162274837493896, -0.25613313913345337, 0.34883803129196167, 1.07639741897583, -3.6021170616149902, -2.0633065700531006, -3.3664369583129883, -3.848780870437622, 0.8078277111053467, -3.723116397857666, -3.7865939140319824, -3.18227481842041, -2.3219900131225586, -0.596656084060669]","[-0.9433832168579102, -1.7539464235305786, 1.279038906097412, -0.3832858204841614, -3.162038564682007, 1.3349852561950684, 0.3207469582557678, -0.27856796979904175, 0.27899184823036194, 1.1482576131820679]"
12,65,11,"[-2.2021162509918213, -1.3415523767471313, 1.7274541854858398, 1.0513275861740112, -2.049379825592041, 1.2879518270492554, 0.46023765206336975, -0.6446747183799744, 0.22819772362709045, 0.3552456498146057, -0.9843354225158691, -2.342080593109131, -2.876077651977539, -2.980942726135254, 2.577308416366577, -3.9759738445281982, -4.3234100341796875, -2.3258590698242188, -3.5800070762634277, 1.9996845722198486]","[-1.9401133060455322, -1.136247992515564, 1.7599239349365234, 1.0432531833648682, -7.168808937072754, 1.296311378479004, 0.46049848198890686, -0.6589207649230957, 0.27427172660827637, -16.576934814453125]"
12,65,12,"[-1.0410996675491333, -1.407950520515442, 1.404081106185913, -1.3154821395874023, -2.1846020221710205, 1.8476808071136475, -0.019646666944026947, -1.5259987115859985, 0.9468219876289368, 1.3788425922393799, -3.7087225914001465, -2.460278272628784, -3.4398751258850098, -4.320343017578125, 0.99062180519104, -4.379834175109863, -4.3741865158081055, -1.2720129489898682, -3.4925360679626465, 0.3852698802947998]","[-1.0265721082687378, -1.4047019481658936, 1.3788177967071533, -1.3223581314086914, -1.4108660221099854, 1.8327813148498535, -0.01354733295738697, -2.0662035942077637, 0.957800030708313, -0.5104241371154785]"
12,65,13,"[-1.6019352674484253, 0.5453199744224548, 1.8375370502471924, -0.019489679485559464, 0.5573553442955017, 1.4785916805267334, 0.9850819110870361, -3.456923723220825, 1.7795761823654175, 0.3246399462223053, -1.4225447177886963, -1.650923728942871, -2.707683801651001, -3.284668445587158, 5.701897621154785, -4.263847351074219, -3.9473204612731934, 0.9706777334213257, -3.364830255508423, 0.6783692836761475]","[-1.6273727416992188, 0.7025511860847473, 1.718206763267517, -0.023865956813097, 0.9733960628509521, 1.4677202701568604, 0.9652597308158875, -0.7423539161682129, 1.7517577409744263, 1.448310136795044]"
12,65,14,"[-0.940910816192627, 1.4492731094360352, 1.4879499673843384, 0.05577567219734192, -1.001556634902954, 0.6013781428337097, -0.05957440286874771, -0.6543508172035217, 1.080031156539917, -1.6843326091766357, -2.924774646759033, -2.609809398651123, -3.553518056869507, -3.439812183380127, 0.7826380729675293, -4.031398773193359, -4.386098861694336, -2.6507534980773926, -2.8816757202148438, -2.267637014389038]","[-0.8745949864387512, 1.4546173810958862, 1.4746084213256836, 0.08435002714395523, -1.3152068853378296, 0.6056253910064697, -0.055150873959064484, -0.6035275459289551, 1.1264643669128418, -1.561417579650879]"
