init,targ,rollout_id,embedding,sampled_embedding
46,61,0,"[-1.461944818496704, 1.5047485828399658, 1.4549187421798706, -0.5834200382232666, -2.2257025241851807, 0.5002215504646301, 0.8073925971984863, -2.4616549015045166, 2.4436252117156982, 0.5136339664459229, -2.0841784477233887, -2.6856837272644043, -2.969794511795044, -3.423769474029541, 0.22526264190673828, -3.475867748260498, -3.7274632453918457, -0.6171261072158813, -3.272289276123047, 0.1768186092376709]","[-1.2487949132919312, 1.5210881233215332, 1.4776887893676758, -0.6025057435035706, -3.5332765579223633, 0.4959242641925812, 0.8372499942779541, -2.827958583831787, 2.3937082290649414, 1.7087358236312866]"
46,61,1,"[-1.006547212600708, -0.6109639406204224, 1.6526211500167847, -1.3019195795059204, -2.8030827045440674, 1.1388583183288574, 0.4405567944049835, -1.8004575967788696, -0.8757091164588928, 1.623939037322998, -3.509934902191162, -3.1908822059631348, -3.606133222579956, -4.769145488739014, 0.07080662250518799, -4.717833518981934, -3.9405503273010254, -1.0828663110733032, -4.339158535003662, -0.4854961633682251]","[-1.0000370740890503, -0.6183689832687378, 1.5950205326080322, -1.297696590423584, -3.3494300842285156, 1.14377760887146, 0.4539363980293274, -1.911564588546753, -0.8795762658119202, 1.6616171598434448]"
46,61,2,"[-0.4793490171432495, 0.9770193099975586, 1.478271245956421, 0.25955435633659363, 0.08148026466369629, 0.8992053866386414, 1.8580924272537231, -1.9286850690841675, -0.22019684314727783, -0.4874182343482971, -2.3330748081207275, -2.933891773223877, -4.048268795013428, -3.3377397060394287, -3.1729817390441895, -3.7025647163391113, -2.088155746459961, -1.3997337818145752, -1.8396292924880981, -3.2587203979492188]","[-0.4486752152442932, 0.9996562600135803, 1.4733502864837646, 0.2747420072555542, 0.0666680857539177, 0.9145684242248535, 1.8434817790985107, -1.7715569734573364, -0.797727644443512, -0.448793888092041]"
46,61,3,"[-0.027393490076065063, -0.23642142117023468, 1.2041949033737183, -1.0425021648406982, -0.19651156663894653, 0.18231989443302155, 1.0951957702636719, -1.7052586078643799, 0.3067326843738556, -0.2124466598033905, -3.5501294136047363, -3.3972177505493164, -3.5826730728149414, -2.7988221645355225, 2.0751984119415283, -3.387542724609375, -2.4679157733917236, -1.5917041301727295, -1.5255011320114136, -2.6420352458953857]","[-0.048978663980960846, -0.2735866606235504, 1.2541345357894897, -0.9584327936172485, -0.7583274245262146, 0.1812351942062378, 1.1095951795578003, -1.4687957763671875, -0.057916879653930664, -0.1138935387134552]"
46,61,4,"[-0.8573018908500671, 1.2659451961517334, 1.576141119003296, -0.3155190348625183, -0.5356834530830383, 1.0254929065704346, -0.17315667867660522, -2.1287829875946045, -0.6361690759658813, 1.6230908632278442, -2.856560468673706, -3.4995875358581543, -3.288971424102783, -5.756440162658691, 1.6192259788513184, -4.208691596984863, -4.724401473999023, -0.2804073095321655, -5.679204940795898, 0.9961678981781006]","[-0.7637574672698975, 1.2721853256225586, 1.5395429134368896, -0.3128979206085205, 4.5027313232421875, 1.0350128412246704, -0.16387400031089783, -1.3354499340057373, -0.6373440027236938, 1.398064136505127]"
46,61,5,"[-1.4437707662582397, 0.3399463891983032, 1.7080492973327637, 0.01951000466942787, -2.0294272899627686, 0.5437888503074646, 0.9775681495666504, -1.9285061359405518, 2.5975921154022217, 1.5775141716003418, -2.1440882682800293, -2.355051279067993, -2.838069200515747, -3.5614306926727295, 3.1185314655303955, -3.7651097774505615, -4.0052924156188965, -1.180778980255127, -3.360719919204712, 0.05723452568054199]","[-1.5253856182098389, 0.5115787982940674, 1.6389751434326172, 0.010107634589076042, 5.6931352615356445, 0.5528141260147095, 0.9721677899360657, -2.1367805004119873, 2.609726667404175, 2.767896890640259]"
46,61,6,"[-1.4529362916946411, -0.3422018885612488, 1.482783317565918, -1.1850515604019165, -1.752260684967041, 0.43933963775634766, 0.4936215579509735, -0.46161943674087524, 1.0468250513076782, 0.7561565041542053, -2.661564826965332, -2.7692971229553223, -3.783879280090332, -3.5594868659973145, 0.06426763534545898, -3.4108095169067383, -3.8406076431274414, -3.4580273628234863, -2.403897762298584, -0.9701156616210938]","[-1.4420608282089233, -0.28811272978782654, 1.4867597818374634, -1.2182185649871826, -0.173728346824646, 0.4397485852241516, 0.49755123257637024, -0.46598562598228455, 0.9183333516120911, 0.5043482780456543]"
46,61,7,"[-1.9315929412841797, 0.3216053247451782, 1.6880708932876587, -0.5324903726577759, -0.03233088552951813, 0.3598981499671936, 2.0211832523345947, -1.7691725492477417, 1.9174314737319946, 0.35546231269836426, -0.7949174046516418, -2.058681011199951, -2.3974053859710693, -3.3437130451202393, 4.789865493774414, -3.497337818145752, -2.7689015865325928, -1.163590669631958, -4.0117082595825195, 1.1146504878997803]","[-1.6886235475540161, 0.21511775255203247, 1.5754412412643433, -0.5486010909080505, 3.9087941646575928, 0.3839051127433777, 2.02852725982666, -1.2801753282546997, 1.9362574815750122, -3.2011778354644775]"
46,61,8,"[-1.3165583610534668, 1.6377238035202026, 1.6035245656967163, 1.4765357971191406, -1.9617664813995361, 0.8775703310966492, -0.14970698952674866, -0.5934097170829773, -0.3290165960788727, 0.7835493683815002, -2.407590627670288, -2.3292834758758545, -3.7105917930603027, -2.6779141426086426, 0.11075854301452637, -4.421725273132324, -4.5696210861206055, -2.4429824352264404, -3.994201421737671, -0.5475971698760986]","[-1.4167340993881226, 1.690667748451233, 1.572348952293396, 1.5117039680480957, -1.234114408493042, 0.8666731119155884, -0.14719673991203308, -0.6600100994110107, -0.3379383683204651, 0.6739554405212402]"
46,61,9,"[-1.318252682685852, -0.05088771507143974, 1.407267689704895, -1.3532383441925049, -0.32368284463882446, 0.35933950543403625, 0.712169885635376, -0.0703028067946434, -0.7704881429672241, 1.5726488828659058, -3.477226734161377, -3.1713271141052246, -3.256490468978882, -3.372694730758667, 3.0038235187530518, -3.507765531539917, -3.9060802459716797, -3.666980266571045, -2.8221817016601562, -0.9581186771392822]","[-1.3829621076583862, 0.01645835116505623, 1.4173643589019775, -1.3363103866577148, -2.0204477310180664, 0.37958699464797974, 0.6941887140274048, -0.11836911737918854, -0.7810022830963135, 1.9854423999786377]"
