init,targ,rollout_id,embedding,sampled_embedding
12,16,0,"[0.006352528929710388, 0.865584135055542, 1.2784440517425537, -1.0099976062774658, -1.334683895111084, 1.170036792755127, 0.6056157350540161, -0.5555415749549866, 0.039609432220458984, 0.48588329553604126, -3.743468761444092, -1.5759966373443604, -3.7652556896209717, -3.8754119873046875, 0.5164058208465576, -3.6921544075012207, -3.333899974822998, -2.670778751373291, -2.4068641662597656, 0.12054562568664551]","[0.046909399330616, 0.9151487946510315, 1.2887217998504639, -1.0221471786499023, -3.084160327911377, 1.166575312614441, 0.6498718857765198, -0.6025257110595703, -0.0789942741394043, 1.6155903339385986]"
12,16,1,"[-0.4663357138633728, -0.4755030572414398, 1.4808218479156494, 0.844448447227478, -0.7294391989707947, 0.573029637336731, 0.7810947299003601, -0.4726592004299164, 1.3825199604034424, -2.004368782043457, -2.3424248695373535, -2.859013557434082, -3.4320976734161377, -2.993302345275879, 1.7150273323059082, -3.533191204071045, -3.462949275970459, -3.054304838180542, -2.1694743633270264, -1.6820461750030518]","[-0.445412278175354, -0.48582252860069275, 1.412271499633789, 0.8693860173225403, -3.5578651428222656, 0.5891134738922119, 0.8026653528213501, -0.4881315529346466, 1.348661184310913, -1.9929810762405396]"
12,16,2,"[0.1304016262292862, 1.7312805652618408, 1.4756691455841064, 0.9829179048538208, -0.70029616355896, 0.3850395381450653, 0.8470609188079834, -0.22138181328773499, -0.12539085745811462, 1.7985789775848389, -2.5255208015441895, -2.4450576305389404, -4.042622089385986, -3.0256497859954834, -1.874036192893982, -3.282017230987549, -3.0126166343688965, -3.260349750518799, -1.4501971006393433, -1.214247465133667]","[0.15570564568042755, 1.768188238143921, 1.4707202911376953, 1.0036684274673462, -0.7545891404151917, 0.40843430161476135, 0.8412641882896423, -0.19693632423877716, -0.9779084920883179, 2.0969552993774414]"
12,16,3,"[0.10887084901332855, 1.7281765937805176, 1.2861876487731934, 0.40274038910865784, -0.36270204186439514, 0.9588788151741028, 0.6586999297142029, -3.217956066131592, -0.6093688011169434, -1.2084077596664429, -3.6608567237854004, -1.2481741905212402, -3.7105016708374023, -4.198974609375, -0.0288541316986084, -3.9465363025665283, -3.5022406578063965, 0.029775142669677734, -2.1649019718170166, -2.2381415367126465]","[0.08954817056655884, 1.4094233512878418, 1.3301347494125366, 0.4234684705734253, -0.4365730285644531, 0.9582585692405701, 0.6638184785842896, -2.0213189125061035, -0.8017609715461731, -1.0608102083206177]"
12,16,4,"[-1.1361035108566284, 2.023437023162842, 1.5870990753173828, -1.4933476448059082, -1.6671924591064453, 1.926748275756836, 0.22891640663146973, -0.9235365390777588, -0.6646526455879211, 2.1617093086242676, -3.6336894035339355, -2.281411647796631, -3.62448787689209, -4.035272121429443, 0.5230026245117188, -4.947598457336426, -5.068052291870117, -1.977142095565796, -3.770106315612793, -1.456842064857483]","[-1.0930988788604736, 2.0445351600646973, 1.5609325170516968, -1.478692889213562, 0.01629626750946045, 1.9312952756881714, 0.23549947142601013, -0.7781336307525635, -0.6725797057151794, 2.1423492431640625]"
12,16,5,"[-0.27956676483154297, -1.480050802230835, 1.5404026508331299, -0.8234589695930481, -1.595430850982666, 0.8152614235877991, -0.29893040657043457, -1.760265588760376, -2.2003707885742188, -1.5257436037063599, -4.10164737701416, -2.964268207550049, -3.6087594032287598, -4.947249412536621, 1.5011558532714844, -4.475604057312012, -4.546975612640381, -1.577473759651184, -3.4312565326690674, -1.2459379434585571]","[-0.2910909950733185, -1.386721134185791, 1.5084425210952759, -0.8258106708526611, 3.09395694732666, 0.8196964859962463, -0.3020721673965454, -1.9003382921218872, -2.1890625953674316, -1.202354073524475]"
12,16,6,"[-1.2372958660125732, -0.453522652387619, 1.7524335384368896, -1.7216689586639404, -0.8475497961044312, 1.5187530517578125, -0.3132103979587555, -3.4314239025115967, -0.704700231552124, 1.1933287382125854, -2.4003145694732666, -4.015170574188232, -3.1282289028167725, -5.250524520874023, 2.461033582687378, -4.580636024475098, -5.4933552742004395, 0.9737011194229126, -5.1673784255981445, 1.1898958683013916]","[-1.2231734991073608, -0.43796175718307495, 1.7600936889648438, -1.7277826070785522, 10.090286254882812, 1.518880009651184, -0.31245777010917664, -3.798518657684326, -0.7128044366836548, -0.9901601076126099]"
12,16,7,"[-1.0580264329910278, 2.3069586753845215, 1.6385855674743652, -1.320272445678711, -0.7342803478240967, 1.383345603942871, -0.1612122356891632, -3.0331294536590576, -1.1415624618530273, -0.6383345723152161, -3.5856175422668457, -1.3286261558532715, -3.624006748199463, -4.475414276123047, 1.4104588031768799, -5.038595676422119, -4.990062236785889, 0.17873311042785645, -3.4821877479553223, -3.1348259449005127]","[-1.043113350868225, 2.0859761238098145, 1.6055526733398438, -1.3254679441452026, 1.4513955116271973, 1.3884857892990112, -0.16041554510593414, -1.1612831354141235, -1.1095937490463257, -0.6890938878059387]"
12,16,8,"[0.6498936414718628, 1.0111268758773804, 1.0846099853515625, -1.1321133375167847, -1.8776304721832275, 0.10178965330123901, 0.889580249786377, -0.1252594143152237, -0.33975526690483093, -1.2933956384658813, -3.840794563293457, -4.073812961578369, -3.7287166118621826, -3.845212936401367, 0.11235034465789795, -3.182098150253296, -2.9075307846069336, -3.16336727142334, -1.752228021621704, -2.0536348819732666]","[0.6259973645210266, 1.0203776359558105, 1.0539942979812622, -1.1211687326431274, -1.148819088935852, 0.06414713710546494, 0.9028100371360779, -0.15766483545303345, -0.42372602224349976, -1.3177021741867065]"
12,16,9,"[-0.5006216168403625, 1.6168723106384277, 1.2750158309936523, -1.0294764041900635, -1.1982920169830322, 1.098435640335083, 0.3577359616756439, -0.25939205288887024, -0.9228432774543762, -1.540793538093567, -3.837794303894043, -3.2374820709228516, -3.6202802658081055, -3.9522178173065186, 0.881148099899292, -4.094017505645752, -3.7344491481781006, -2.8702993392944336, -2.5878119468688965, -1.8993602991104126]","[-0.5457422733306885, 1.6799073219299316, 1.2820334434509277, -1.0199939012527466, -1.752548098564148, 1.1097015142440796, 0.3363879919052124, -0.3660111427307129, -0.9361343383789062, -1.3797450065612793]"
