init,targ,rollout_id,embedding,sampled_embedding
63,11,0,"[-1.8443840742111206, 1.5147169828414917, 1.5345886945724487, -1.2322978973388672, -2.2911453247070312, 0.9321779012680054, -0.1463513821363449, -1.4903661012649536, -0.6876347064971924, 1.0327198505401611, -3.4055376052856445, -3.42075514793396, -3.666783332824707, -4.728211402893066, 0.23372530937194824, -4.628762722015381, -4.57143497467041, -1.576167345046997, -3.6064748764038086, -0.601982831954956]","[-1.7875216007232666, 1.5225512981414795, 1.545930027961731, -1.2374763488769531, -3.6098318099975586, 0.9308211803436279, -0.1335127353668213, -1.6307556629180908, -0.7233713865280151, 1.5812187194824219]"
63,11,1,"[-0.6628159880638123, 1.3426752090454102, 1.4458632469177246, -0.3278036415576935, -1.990452527999878, 0.20315556228160858, 0.8351448774337769, -0.43020713329315186, 0.24696829915046692, -1.1677438020706177, -2.2948813438415527, -2.98860239982605, -3.9547030925750732, -3.7909584045410156, -1.0551624298095703, -3.313934803009033, -3.518092155456543, -3.4404828548431396, -2.0910398960113525, -2.833631753921509]","[-0.6408737301826477, 1.3336100578308105, 1.4052146673202515, -0.3165721893310547, -2.167653799057007, 0.22318235039710999, 0.8555582165718079, -0.44072291254997253, 0.21034684777259827, -1.1641438007354736]"
63,11,2,"[-0.6806946992874146, 1.3081653118133545, 1.375165343284607, -0.216653972864151, -0.48892325162887573, 0.698565661907196, 0.5013999342918396, -2.4047770500183105, 0.15249766409397125, 1.2404389381408691, -2.9395980834960938, -2.7038679122924805, -3.664360761642456, -3.2854769229888916, 0.9301261901855469, -3.6632378101348877, -3.5145554542541504, -1.1295843124389648, -1.6806086301803589, -0.38940882682800293]","[-0.6639699935913086, 1.336656928062439, 1.3679413795471191, -0.20065146684646606, -1.3854765892028809, 0.7145448923110962, 0.4978908598423004, -2.198914051055908, -0.5245776176452637, 1.9211883544921875]"
63,11,3,"[-0.9180182814598083, 1.621050477027893, 1.5071911811828613, -1.2661195993423462, -1.5665454864501953, 0.41410505771636963, 0.7496675252914429, -1.3629262447357178, -0.5941197276115417, -0.9089799523353577, -2.6837234497070312, -1.7805206775665283, -3.8810949325561523, -3.6793313026428223, -1.5993562936782837, -3.5498998165130615, -3.7730908393859863, -2.534775495529175, -2.361499786376953, -3.244868755340576]","[-0.9693553447723389, 1.4338704347610474, 1.5442458391189575, -1.2312668561935425, -1.5819063186645508, 0.41318291425704956, 0.7535715699195862, -1.2708405256271362, -0.7521739602088928, -0.8550459146499634]"
63,11,4,"[-0.6169869303703308, 1.1074479818344116, -0.7289652228355408, 0.20370733737945557, -0.8504289984703064, 0.5073597431182861, 0.43298110365867615, -3.365417957305908, 0.1818586140871048, -0.9376050233840942, -2.907564640045166, -1.1658737659454346, -2.2510793209075928, -3.5130653381347656, 1.653108835220337, -3.7151870727539062, -3.8798775672912598, 0.0038499832153320312, -2.8831663131713867, -2.2802224159240723]","[-0.5280940532684326, 1.1718226671218872, -0.8322914242744446, 0.22841143608093262, 4.361627101898193, 0.5229538083076477, 0.454580694437027, -2.3112571239471436, 0.16261419653892517, -0.9461029767990112]"
63,11,5,"[-0.5375460386276245, 1.2495981454849243, -0.9306116104125977, -1.4989384412765503, -1.1523079872131348, 0.2885587513446808, 0.46216514706611633, -0.24576476216316223, -1.2353676557540894, -0.9149436950683594, -3.742386817932129, -1.8568003177642822, -2.3536484241485596, -3.146761894226074, 1.1357698440551758, -3.4733400344848633, -3.81337308883667, -3.772524356842041, -2.0947325229644775, -2.7456555366516113]","[-0.5540518760681152, 1.532077670097351, -1.04273521900177, -1.5131723880767822, 2.101792812347412, 0.3006417751312256, 0.45562219619750977, -0.2613622844219208, -1.1923311948776245, -0.8427653312683105]"
63,11,6,"[-1.0348693132400513, 1.9331063032150269, 1.3588162660598755, -0.5099405646324158, -0.6080452799797058, 1.2411442995071411, 0.3929990828037262, -2.7666537761688232, 0.4393813908100128, 1.0795644521713257, -3.0995278358459473, -2.1728498935699463, -3.547398567199707, -3.5239980220794678, 1.3092429637908936, -3.992661714553833, -3.7954721450805664, -0.34426820278167725, -2.392324924468994, -0.23146843910217285]","[-1.027850866317749, 2.03131365776062, 1.3638535737991333, -0.5443058013916016, 4.873960018157959, 1.24137282371521, 0.3971101939678192, -2.864917039871216, 0.3093940019607544, 0.5525041222572327]"
63,11,7,"[-1.5637843608856201, 0.227467879652977, 1.7643542289733887, -0.24030783772468567, -1.15639328956604, 0.4572126865386963, 1.3463305234909058, -1.887591004371643, 2.3930063247680664, -1.4890930652618408, -1.0196037292480469, -2.299882411956787, -2.4119930267333984, -3.4435267448425293, 3.586064577102661, -3.5627758502960205, -4.027556896209717, -1.069303035736084, -3.9251058101654053, -1.4853812456130981]","[-1.36970853805542, 0.14380234479904175, 1.6533557176589966, -0.2548881471157074, 2.784731864929199, 0.4796989858150482, 1.3484164476394653, -1.3502438068389893, 2.4135353565216064, -1.7532490491867065]"
63,11,8,"[-0.4350367784500122, 1.1718249320983887, 1.2904361486434937, 1.5607682466506958, -0.5015673041343689, 0.5854572057723999, 1.4187426567077637, -2.025463581085205, 1.449588418006897, 1.440698266029358, -3.085012435913086, -2.343968152999878, -3.6576461791992188, -1.9198613166809082, -0.6562725305557251, -3.5908560752868652, -2.4020280838012695, -1.208336591720581, -1.0798003673553467, -0.3110074996948242]","[-0.4859185218811035, 1.2239971160888672, 1.2575653791427612, 1.6358212232589722, -0.16365310549736023, 0.560444712638855, 1.4406752586364746, -2.254379987716675, 1.285090684890747, 1.3018513917922974]"
63,11,9,"[-0.22660355269908905, 1.4561281204223633, 1.4744561910629272, 0.568604588508606, -0.17729789018630981, 0.46109575033187866, 0.47038033604621887, -2.4803502559661865, -0.14720980823040009, -1.2705178260803223, -3.0643739700317383, -2.005364179611206, -3.702260971069336, -3.6263885498046875, 1.186239242553711, -3.739030361175537, -4.027143478393555, -1.2978616952896118, -2.742950201034546, -2.1033287048339844]","[-0.32438749074935913, 1.6722424030303955, 1.4809213876724243, 0.5817395448684692, -0.9292840361595154, 0.4771627187728882, 0.4544494152069092, -2.994081497192383, -0.1585908979177475, -1.1391847133636475]"
63,11,10,"[-1.2510844469070435, 1.6096903085708618, 1.5455102920532227, 0.41194403171539307, -1.508345127105713, 0.9238425493240356, -0.0538879856467247, -2.3631088733673096, 0.882216215133667, 0.5357561111450195, -2.3423519134521484, -2.0606539249420166, -3.635063886642456, -2.9044785499572754, 0.06388068199157715, -4.339450359344482, -4.336873531341553, -0.25490128993988037, -2.607964515686035, 0.34288787841796875]","[-1.3334490060806274, 1.2625746726989746, 1.5297749042510986, 0.429210901260376, -1.9145468473434448, 0.9284825325012207, -0.042857371270656586, -2.7821578979492188, 0.8297420740127563, 0.7196331024169922]"
63,11,11,"[-1.5733091831207275, 1.3114547729492188, 1.6005873680114746, 0.062038324773311615, -1.3773629665374756, 0.8992331624031067, 0.9223815202713013, -1.667252779006958, -0.7247970104217529, 2.423647403717041, -2.6250815391540527, -2.34513521194458, -3.7976279258728027, -4.570870399475098, 0.5053236484527588, -4.168292045593262, -3.3602027893066406, -1.425203800201416, -3.599970817565918, -0.9835660457611084]","[-1.5225237607955933, 1.5161329507827759, 1.6135071516036987, 0.060391634702682495, -2.525759220123291, 0.9061301946640015, 0.9230649471282959, -1.702315330505371, -0.6796336770057678, 1.566405177116394]"
63,11,12,"[-1.0566445589065552, 1.244339942932129, 1.5305070877075195, 0.693286120891571, -0.6352699995040894, 1.245368242263794, 0.03324098140001297, -2.7653439044952393, -0.17689582705497742, 1.2674200534820557, -2.708217144012451, -2.238736629486084, -3.561162233352661, -3.2719855308532715, 1.3987371921539307, -4.277695655822754, -4.28461217880249, 0.1023935079574585, -3.078185558319092, -0.5883787870407104]","[-1.017134666442871, 1.248394250869751, 1.508129358291626, 0.6736690402030945, 0.5284140110015869, 1.2288665771484375, 0.03991187736392021, -4.900628089904785, -0.16028176248073578, 0.5538395047187805]"
63,11,13,"[-1.2754803895950317, 2.177429676055908, 1.5084595680236816, -1.088462471961975, -2.4203672409057617, 1.2225847244262695, -0.17640328407287598, -3.4429759979248047, 0.47273510694503784, -0.7044821977615356, -3.751527786254883, -1.761789083480835, -3.499295473098755, -4.663581848144531, 0.044859886169433594, -4.812678337097168, -4.709695816040039, 0.4059387445449829, -3.7860610485076904, -2.5447824001312256]","[-1.2779579162597656, 2.3181610107421875, 1.4543893337249756, -1.0895646810531616, -2.361478805541992, 1.216305136680603, -0.18565145134925842, -1.8997199535369873, 0.4544795751571655, -0.659727156162262]"
63,11,14,"[-1.7220011949539185, 1.5782865285873413, 1.5214332342147827, -0.532491147518158, 0.9301450252532959, 0.11869248747825623, 0.8005570769309998, -1.0905474424362183, 1.7912111282348633, -2.110058307647705, -1.6378719806671143, -1.817946195602417, -3.2237465381622314, -3.2691073417663574, 3.5320513248443604, -3.426109552383423, -3.397531509399414, -2.366931438446045, -2.6759305000305176, -1.1063721179962158]","[-1.481834888458252, 1.5900840759277344, 1.5028797388076782, -0.4985979497432709, -0.1294482946395874, 0.1264725625514984, 0.812444806098938, -1.0230441093444824, 1.8482515811920166, -1.7174712419509888]"
63,11,15,"[-1.105300784111023, -0.6315726637840271, 1.4997646808624268, 0.569728434085846, -0.9459521174430847, 0.4160434305667877, 0.5998569130897522, -1.5941301584243774, -0.3767944872379303, -0.7178357243537903, -3.03352689743042, -2.4311952590942383, -3.0422868728637695, -3.4223594665527344, 3.6336328983306885, -3.8486204147338867, -3.695274829864502, -2.0024642944335938, -3.3079111576080322, -1.8020787239074707]","[-1.1500442028045654, -0.7400451898574829, 1.492566466331482, 0.5579329133033752, 8.231913566589355, 0.4046732485294342, 0.5854960680007935, -1.6269259452819824, -0.41229820251464844, -0.5556451678276062]"
63,11,16,"[-0.834311842918396, -0.8013540506362915, 1.364823579788208, -0.5293276906013489, -1.6028971672058105, 0.40820902585983276, 0.5580449104309082, -2.7547097206115723, 2.195795774459839, -1.6553410291671753, -2.7016634941101074, -3.225153923034668, -3.054818630218506, -3.1601243019104004, 1.8358423709869385, -3.6914052963256836, -3.7540197372436523, -0.6204410791397095, -2.7921266555786133, -1.7240585088729858]","[-0.8749268054962158, -0.7491505146026611, 1.4008513689041138, -0.529061496257782, -0.8145886063575745, 0.3850679099559784, 0.5966722369194031, -2.4943976402282715, 2.2539970874786377, -1.6372779607772827]"
