init,targ,rollout_id,embedding,sampled_embedding
65,61,0,"[2.3357067108154297, -1.2409626245498657, 5.007361888885498, 1.3451125621795654, -0.1772739738225937, -0.4945110082626343, 0.8474597334861755, -1.4366041421890259, 1.495336651802063, -1.2649446725845337, -1.081816554069519, -1.774764895439148, -8.34816837310791, -1.6202093362808228, -1.9162685871124268, 0.7024753093719482, -3.018657684326172, 1.9105827808380127, -0.8940019607543945, -1.485016942024231]","[1.8375083208084106, -1.274060845375061, 5.007449150085449, 1.4522526264190674, -0.3523329496383667, -0.8866077661514282, 0.8855054974555969, -5.031662464141846, 1.6815026998519897, -1.4286761283874512]"
65,61,1,"[1.590277075767517, -1.5758719444274902, 3.841398239135742, -0.45903152227401733, 0.19442078471183777, 0.03030133992433548, -0.5919886231422424, -2.2033071517944336, 1.0465073585510254, -0.25015372037887573, -2.1024460792541504, -2.1872096061706543, -5.54032039642334, -6.383868217468262, -2.3387460708618164, -0.32172369956970215, -4.303603172302246, 0.9985008239746094, -1.2514469623565674, -1.8644683361053467]","[1.8277045488357544, -1.460532784461975, 3.839200019836426, -0.45957931876182556, 0.27272629737854004, -1.5945104360580444, -0.5847665071487427, 1.2136240005493164, 1.2779974937438965, -0.16855286061763763]"
65,61,2,"[2.6565182209014893, -1.4562534093856812, 1.4037309885025024, -1.3357930183410645, -0.6734100580215454, -2.143432140350342, -0.2355930209159851, 1.0850791931152344, 1.7551089525222778, -0.8807578682899475, -1.0864601135253906, -1.4572794437408447, -1.126225233078003, -1.0052275657653809, -1.4787712097167969, -2.3669557571411133, -3.489189624786377, -1.0367231369018555, -1.7299906015396118, -1.137333631515503]","[2.699986457824707, -1.6826194524765015, 1.7844791412353516, -1.3761075735092163, -0.2703987956047058, -2.0477755069732666, -0.22408242523670197, 1.291294813156128, 1.9437423944473267, -1.0208901166915894]"
65,61,3,"[3.343266010284424, -0.9100246429443359, 2.362222909927368, -0.9996928572654724, 0.11632534861564636, -2.183756113052368, -0.013078093528747559, 0.688690721988678, 0.794655978679657, -0.6656405925750732, -1.334269642829895, 1.1373614072799683, -6.712156295776367, -1.683545470237732, -1.7234346866607666, -1.8965576887130737, -1.8443337678909302, -3.171677589416504, -4.0426435470581055, -0.3228241205215454]","[3.5021862983703613, -2.648728847503662, 2.361243486404419, -1.090746283531189, 0.41619953513145447, -2.2948849201202393, -0.1633853316307068, 0.7632516622543335, 0.7781437635421753, -0.11736905574798584]"
65,61,4,"[2.915818214416504, -1.033837080001831, 1.6482462882995605, 0.4188883900642395, -0.5908361673355103, -1.0454543828964233, -0.28263944387435913, 0.6886370182037354, -1.1502546072006226, -0.9493300318717957, -1.1962834596633911, 0.1126852035522461, -6.598696708679199, -1.1585023403167725, -1.5188913345336914, -2.1667392253875732, -2.6474647521972656, -2.1045634746551514, -2.4079830646514893, -0.7260655164718628]","[3.5826644897460938, -1.2913033962249756, 1.6487693786621094, -0.06046098470687866, -0.4683762490749359, -0.9593183994293213, -0.1924457848072052, 0.7520624399185181, -1.1606286764144897, -1.0658154487609863]"
65,61,5,"[3.365840196609497, -0.9755219221115112, 4.060072422027588, 1.6752194166183472, 1.3551262617111206, -2.4329946041107178, -0.44239699840545654, 0.060318220406770706, 0.5965569615364075, 0.3955831527709961, -2.25697660446167, 1.472784399986267, -7.778478622436523, -0.7139326333999634, -2.533073902130127, -2.0023462772369385, -2.8996639251708984, -3.285996675491333, -3.6765170097351074, -0.729989767074585]","[3.3120784759521484, -9.67798900604248, 4.059534549713135, 2.1122629642486572, 1.3533669710159302, -2.3169751167297363, -0.4566880166530609, 0.016990333795547485, 0.5926527380943298, 0.45629316568374634]"
65,61,6,"[0.050320617854595184, -1.4302350282669067, 3.617302417755127, 1.3547308444976807, -0.4547612965106964, -1.3770272731781006, -0.4400317668914795, -2.186293125152588, 1.6360304355621338, 0.3606743812561035, -1.4909899234771729, -0.9745470285415649, -3.55928373336792, 0.7145564556121826, -1.6056243181228638, -1.1487407684326172, -3.0772204399108887, -0.3517022728919983, -1.3082547187805176, -1.1798762083053589]","[0.5141431093215942, -1.5876704454421997, 3.6216886043548584, 1.132759690284729, -0.7958043813705444, -1.2771892547607422, -0.45232927799224854, -1.2557919025421143, 1.4435895681381226, 0.3626554608345032]"
65,61,7,"[-0.19326305389404297, -0.3568112254142761, -0.18662364780902863, -0.38081562519073486, -0.5875657796859741, -0.26365846395492554, 1.1647944450378418, -1.5200735330581665, 1.239913821220398, 0.4925324320793152, -4.587079048156738, -2.6206610202789307, -1.565204381942749, -0.09460639953613281, -1.484548568725586, -1.0768654346466064, -3.5643136501312256, -0.26120346784591675, -2.719223976135254, -1.280313491821289]","[-0.17738379538059235, -0.28341948986053467, -0.3859333395957947, -0.13068914413452148, -0.7991240620613098, -0.5907702445983887, 1.1585040092468262, -0.87742680311203, 1.1045832633972168, 0.6232343912124634]"
65,61,8,"[2.6581122875213623, -1.5236884355545044, 5.25050163269043, 0.8192313313484192, 1.5007002353668213, -0.7235388159751892, 0.12663587927818298, 0.4738365709781647, 0.756181538105011, -0.8007946014404297, -2.287705183029175, -1.5224932432174683, -5.228594779968262, -2.1828463077545166, -2.211580753326416, -1.2601150274276733, -3.648141622543335, -1.0369564294815063, -2.3153278827667236, -1.3732026815414429]","[2.625997304916382, -1.8864083290100098, 5.2456746101379395, 0.5710364580154419, 1.32725191116333, -0.6827809810638428, 0.09192600846290588, 0.9470840692520142, 0.7774802446365356, -0.8237046003341675]"
65,61,9,"[3.3157496452331543, -1.5989030599594116, 4.728513240814209, -1.0634098052978516, 1.097781777381897, 0.7187665104866028, -1.0456428527832031, -1.4202736616134644, 0.3065147399902344, -0.30575621128082275, -1.2532156705856323, 0.5209270715713501, -5.10854434967041, -4.731581687927246, -2.3726038932800293, -0.850043535232544, -2.7764382362365723, -0.8671315908432007, -1.8493082523345947, -0.974048912525177]","[3.26973295211792, -0.45934462547302246, 4.728447914123535, -1.0647273063659668, 1.18851637840271, 0.7714862823486328, -0.9506080150604248, -1.9314517974853516, 0.33619803190231323, -0.25915461778640747]"
