init,targ,rollout_id,embedding,sampled_embedding
12,16,0,"[0.030857957899570465, -0.24523675441741943, -0.05932451784610748, -0.1846526563167572, -1.091421365737915, -3.434809446334839, -0.10072627663612366, 0.6009179353713989, -1.2041796445846558, 0.03441140428185463, -1.7764328718185425, -0.6307438611984253, -3.4340367317199707, -1.7734489440917969, -1.472561240196228, -2.287674903869629, -3.129746198654175, -0.47922325134277344, -1.8839654922485352, -1.2913787364959717]","[-0.21787551045417786, -0.3491442799568176, -0.047438059002161026, -0.09273461252450943, -1.3642462491989136, -3.454524040222168, -0.0666806772351265, 0.27143996953964233, -1.1350021362304688, -0.1643025279045105]"
12,16,1,"[2.8383700847625732, -0.45863959193229675, 0.26698216795921326, -0.43614596128463745, 0.10299989581108093, -0.911040723323822, -1.0125986337661743, -2.397193670272827, 0.07448136806488037, -1.2549082040786743, 0.4649326801300049, 0.5721062421798706, -5.7666778564453125, -3.5933384895324707, -1.161028504371643, 0.4525105953216553, -1.7344937324523926, 0.3425002098083496, -1.5709527730941772, -0.8017555475234985]","[5.932435512542725, 1.3624556064605713, 0.26522916555404663, -0.44506949186325073, 0.35725435614585876, -4.435144901275635, -0.9183198809623718, -0.6240710020065308, 0.24266083538532257, -1.018738031387329]"
12,16,2,"[0.611084520816803, -0.8472821712493896, -1.122536063194275, -2.1462039947509766, -1.6376371383666992, -2.612626552581787, -0.19060316681861877, 0.8456221222877502, 0.485535204410553, 0.3271941542625427, -1.2741206884384155, -0.8951832056045532, -2.96340274810791, 2.1826250553131104, -0.7518280744552612, -2.4397435188293457, -2.757763147354126, -2.004080295562744, -2.8434441089630127, -0.7411292195320129]","[0.6471152305603027, -1.2444064617156982, -1.061895728111267, -2.9601871967315674, -0.8039087653160095, -2.5236852169036865, -0.16668365895748138, 0.9240018725395203, 0.5474867224693298, 0.11893345415592194]"
12,16,3,"[2.513850450515747, -0.24978631734848022, -1.690536618232727, -0.7337422966957092, -1.173325777053833, -2.4074695110321045, 0.04830014705657959, 0.008318044245243073, 0.5278937816619873, 0.4511929452419281, -0.3396233320236206, -1.827226996421814, -2.530318021774292, -2.608466863632202, -1.7667337656021118, -2.1849093437194824, -2.657517910003662, -3.5780131816864014, -2.705319881439209, -1.2445671558380127]","[2.9435338973999023, -0.33947163820266724, -1.754671573638916, -0.7698506712913513, -0.8861587643623352, -2.490760326385498, -0.018352672457695007, 0.05798206850886345, 0.4650014042854309, 0.6693090796470642]"
12,16,4,"[1.9824284315109253, 1.0091043710708618, 0.04513852298259735, -0.1125810295343399, 0.25911328196525574, -0.43576884269714355, -1.0054064989089966, -1.3364773988723755, -0.9161785840988159, -0.8895207047462463, 2.050780773162842, 1.0847212076187134, -4.816285133361816, 0.26812100410461426, -1.2122642993927002, -1.1509840488433838, -3.1127943992614746, -0.6467024683952332, 0.07085824012756348, -0.8216143250465393]","[18.281169891357422, 0.3285382390022278, 0.04824775829911232, -2.1088857650756836, 0.4255160093307495, -0.19790875911712646, -0.9487713575363159, -1.0639535188674927, -1.0399142503738403, -0.9953912496566772]"
12,16,5,"[-0.32808974385261536, 1.800553560256958, 0.49066758155822754, -0.255018413066864, -0.8558591604232788, 0.2686210870742798, 0.08033813536167145, -0.7359063625335693, 1.0687382221221924, -0.3134617507457733, -7.83619499206543, -1.184553861618042, -3.681152820587158, -0.18517673015594482, -1.8538153171539307, -1.846630573272705, -4.430675506591797, -2.1836047172546387, -3.4455246925354004, -1.20160710811615]","[-0.32829272747039795, 1.190209150314331, 0.4583073854446411, 0.48656564950942993, -0.8593292832374573, 0.4041892886161804, 0.07724674791097641, -0.8663822412490845, 1.063819408416748, -0.27557918429374695]"
12,16,6,"[1.8257311582565308, -0.9682644009590149, -1.01646888256073, -0.813942015171051, -0.844688892364502, -2.335543155670166, 0.020329490303993225, 1.6387054920196533, 0.17603705823421478, 0.2728329598903656, -0.9200496673583984, -0.4957873821258545, -2.888455629348755, -1.7847923040390015, -1.256701946258545, -1.8428993225097656, -3.224219799041748, -0.1824750304222107, -1.1259393692016602, -1.0535972118377686]","[2.64666485786438, -1.2223763465881348, -1.0078901052474976, -0.8321744203567505, -1.328130841255188, -2.285674571990967, 0.009713108651340008, 2.740781307220459, -0.05489049851894379, 0.27508071064949036]"
12,16,7,"[2.0423903465270996, -0.5693730115890503, -0.5929929614067078, -0.2970069646835327, 0.06851762533187866, -0.8247517347335815, -0.15879341959953308, -0.41069290041923523, -0.265489399433136, 0.5202436447143555, -1.5677576065063477, -2.7010152339935303, -1.9575046300888062, -3.3516833782196045, -1.8778024911880493, -2.1700994968414307, -3.5781188011169434, -0.0758059024810791, -2.7377076148986816, -1.8362903594970703]","[2.367556095123291, -0.5016478896141052, -0.7276269197463989, -0.28737691044807434, -0.07425403594970703, -0.9343770146369934, -0.1649976670742035, 0.36285898089408875, -0.39834147691726685, 0.5952027440071106]"
12,16,8,"[0.38470977544784546, -0.7482872009277344, 0.918636679649353, -0.9341831803321838, -1.5460047721862793, -0.5064710378646851, -0.28233546018600464, 1.0438631772994995, -0.5986630320549011, -0.40611958503723145, -6.420849323272705, -2.8873915672302246, -5.046262741088867, -3.6424670219421387, -1.2060301303863525, -2.468919515609741, -4.604888439178467, -1.1784894466400146, -2.157871723175049, -1.29598867893219]","[0.38419491052627563, -0.8409282565116882, 0.912844181060791, -0.991844892501831, -2.020110607147217, -0.4943026304244995, -0.29566892981529236, 1.454654574394226, -0.5737322568893433, -0.43086862564086914]"
12,16,9,"[-0.8229568004608154, -1.055625557899475, -0.7751533389091492, -2.2948901653289795, -0.2636551558971405, -3.207655668258667, -0.23215743899345398, -0.371548056602478, 1.6197847127914429, 0.7178089022636414, -1.9323146343231201, -1.515829086303711, -3.0790352821350098, -0.17058849334716797, -1.2652583122253418, -1.7578405141830444, -3.275933265686035, -0.49730151891708374, -1.3370343446731567, -1.2682766914367676]","[-0.846290647983551, -0.9069688320159912, -0.7756490707397461, -2.4209444522857666, 0.01093629002571106, -3.186387777328491, -0.17448680102825165, -1.1114726066589355, 1.6693285703659058, 0.7525320649147034]"
