init,targ,rollout_id,embedding,sampled_embedding
65,11,0,"[-1.0849796533584595, -1.1258881092071533, -1.658155083656311, -2.4998552799224854, -1.339177131652832, -0.2812255620956421, -0.6662925481796265, 1.208422303199768, -0.01629824936389923, -0.5256388783454895, -1.9107019901275635, -1.1673909425735474, -1.7100995779037476, 1.4640247821807861, -1.2019281387329102, -2.518415927886963, -3.197810173034668, -1.781225562095642, -3.787595272064209, -1.1001793146133423]","[-1.3024609088897705, -1.186643362045288, -1.59151291847229, -0.1587669849395752, -1.6967943906784058, -0.2968778610229492, -0.6344871520996094, 1.1188087463378906, -0.005988956429064274, -0.7662220001220703]"
65,11,1,"[-0.00986231118440628, -1.083459734916687, -2.229624032974243, -0.17839458584785461, -2.119943141937256, -0.9262374043464661, -0.26220399141311646, 0.28975704312324524, -1.3462241888046265, -0.33285319805145264, -4.168420314788818, -2.087207317352295, 2.1892788410186768, -0.7476283311843872, -1.4296046495437622, -1.568793773651123, -3.3736581802368164, -0.7012388706207275, -1.0662206411361694, -1.4423953294754028]","[0.020218519493937492, -0.9559898972511292, -6.367771148681641, -0.33200231194496155, -1.9255739450454712, -1.3931196928024292, -0.24390050768852234, 0.914136528968811, -1.0676279067993164, -0.2084020972251892]"
65,11,2,"[1.9785113334655762, 0.099781833589077, -1.2221624851226807, -0.711611270904541, -0.021623633801937103, -1.3830606937408447, -0.5794752240180969, 1.417465090751648, -0.32732081413269043, -1.271316409111023, -0.18037211894989014, -1.0722403526306152, -3.9184372425079346, -0.43386197090148926, -0.7292493581771851, -2.7195663452148438, -3.0453426837921143, -3.3169686794281006, -1.70504629611969, -0.6304676532745361]","[2.0860788822174072, -0.232901930809021, -1.198828101158142, -0.7829955220222473, 0.8311433792114258, -1.3158284425735474, -0.5615337491035461, 1.4385524988174438, -0.13392283022403717, -1.503947138786316]"
65,11,3,"[2.7426741123199463, 1.4496042728424072, 1.7732828855514526, 0.9596161246299744, -0.5356447696685791, -0.3315674066543579, -0.6089706420898438, -1.9670697450637817, -0.7143331170082092, -1.9463170766830444, -0.6007072925567627, 0.055664896965026855, -7.650027275085449, -2.0357062816619873, -1.0884835720062256, 0.5558251142501831, -2.8664298057556152, 0.2800496816635132, 1.5537357330322266, -0.730923056602478]","[3.0736234188079834, 0.8601489663124084, 1.7728995084762573, 0.8955903649330139, 0.030196785926818848, -1.6224383115768433, -0.6630572080612183, 0.3856886625289917, -5.163537979125977, -1.5817641019821167]"
65,11,4,"[-0.4129168391227722, -0.9220056533813477, 1.9391205310821533, 0.31490665674209595, -0.045942455530166626, -1.2408870458602905, -0.5845018625259399, -0.007648669183254242, -0.7438860535621643, -2.486464023590088, -2.814124345779419, -1.140713095664978, -6.892780303955078, -1.495091438293457, -1.5534210205078125, -1.3726515769958496, -2.5343470573425293, -3.4301698207855225, 0.12947869300842285, -0.8128592371940613]","[-0.28066354990005493, -0.9955207109451294, 1.9395103454589844, -0.02744576334953308, 0.07236114144325256, -1.0503178834915161, -0.48350629210472107, 0.009199783205986023, -0.8750919699668884, -2.5932655334472656]"
65,11,5,"[2.746750593185425, -0.9236721396446228, 1.746759295463562, -0.4296841025352478, 0.5824860334396362, -0.2726190686225891, -1.750875473022461, 0.14333075284957886, -0.5673477053642273, -0.624626100063324, -2.004995584487915, -0.22801589965820312, -6.932317733764648, -4.524091720581055, -1.4670889377593994, -0.03285515308380127, -2.167660713195801, -0.6721423864364624, -0.7662324905395508, -1.1777832508087158]","[2.6775825023651123, -2.512197732925415, 1.7455060482025146, -0.4200059175491333, 0.577377438545227, 0.5588966012001038, -1.7805899381637573, -0.4481627941131592, -0.6390374898910522, -0.5858302116394043]"
65,11,6,"[-0.3698554039001465, -0.16629667580127716, -2.0008316040039062, -0.566611647605896, -0.7884047031402588, 1.1130309104919434, -0.3156299591064453, -0.65174800157547, 0.37503761053085327, -2.0305981636047363, -3.0863265991210938, -2.0999596118927, -1.3536393642425537, -2.258106231689453, -1.5225319862365723, -1.8214447498321533, -3.5796422958374023, -0.6797788143157959, -2.9599366188049316, -1.302750587463379]","[-0.2757735252380371, -0.2173873782157898, -1.9610217809677124, -0.5779691934585571, -1.1589964628219604, 1.1639809608459473, -0.3230707347393036, 0.018499433994293213, 0.33814147114753723, -2.028846025466919]"
65,11,7,"[0.6330701112747192, -1.0756207704544067, -0.6262114644050598, -1.6728466749191284, -0.9864524602890015, -1.7880765199661255, -0.034384846687316895, -0.10747777670621872, 0.45369380712509155, 0.013010727241635323, -2.9069631099700928, -1.7350870370864868, -3.045058250427246, -1.0283981561660767, -1.4088943004608154, -2.055972099304199, -3.805328369140625, -0.22204816341400146, -2.365717649459839, -1.3047373294830322]","[0.7182810306549072, -0.8976916670799255, -0.6715884804725647, -1.5745317935943604, -1.214637041091919, -1.9109549522399902, -0.03932810574769974, 0.5608310699462891, 0.260976105928421, 0.140559121966362]"
65,11,8,"[2.9056155681610107, -0.7140012979507446, 1.9843331575393677, -0.43086403608322144, -1.4132503271102905, 0.4651123285293579, -1.751455545425415, -1.681725025177002, -1.3412455320358276, -1.5842742919921875, 0.07547497749328613, 0.5706771612167358, -7.1294755935668945, -1.0980948209762573, -0.6003024578094482, 0.3970465660095215, -1.8966267108917236, 0.32799530029296875, 0.684222936630249, -0.703551709651947]","[2.564404010772705, -3.6558728218078613, 1.983611822128296, -1.1651993989944458, -2.2820897102355957, 0.6788629293441772, -1.9514999389648438, 0.17129147052764893, -0.9136419296264648, -1.6290302276611328]"
65,11,9,"[2.3749237060546875, -0.8563899397850037, 3.0588340759277344, -0.1470353901386261, -0.812025785446167, -0.15253639221191406, -0.9819777011871338, -2.0900285243988037, -0.916128933429718, -1.714094877243042, 2.346400260925293, 0.6798752546310425, -6.862906455993652, -4.641094207763672, -1.710772156715393, 0.10024058818817139, -2.202599048614502, 1.9410147666931152, 0.29846739768981934, -1.300130844116211]","[1.1843146085739136, 0.4794883131980896, 3.0588228702545166, -0.14847764372825623, -0.6361513137817383, -0.016179606318473816, -0.8132843971252441, -10.564931869506836, -0.6618684530258179, -1.6804603338241577]"
65,11,10,"[2.260395050048828, 0.27965521812438965, -0.56935715675354, -1.0020405054092407, -0.34298351407051086, -1.418527364730835, -0.3013648986816406, 0.4721643924713135, -0.9863919615745544, 0.30703794956207275, -1.3417034149169922, -1.4957904815673828, -5.968705177307129, -2.6141226291656494, -1.4847623109817505, -1.2931642532348633, -1.8044593334197998, -2.011676788330078, -1.269292950630188, -1.1279735565185547]","[2.6608762741088867, -0.24009394645690918, -0.5690324902534485, -0.9230581521987915, -0.7423873543739319, -1.3873320817947388, -0.09689274430274963, 0.4696849584579468, -1.0388323068618774, 0.26272669434547424]"
65,11,11,"[2.4926211833953857, -1.009057641029358, 2.654437303543091, 0.1391005665063858, -1.5209840536117554, 0.26805198192596436, -0.9177341461181641, -1.3945480585098267, 0.331511914730072, -1.5589065551757812, 2.2571749687194824, 0.4168945550918579, -4.82729959487915, 0.488811731338501, -1.669148325920105, -0.13929355144500732, -2.249035358428955, 0.6725223064422607, 0.3505709171295166, -0.9302195310592651]","[9.846532821655273, -0.34454911947250366, 2.656214714050293, -1.7961922883987427, -1.3325352668762207, 0.003342241048812866, -0.8942335247993469, 0.5440386533737183, 0.47537219524383545, -1.9912652969360352]"
65,11,12,"[-0.567772388458252, -0.035568684339523315, -0.5363057851791382, -2.0829145908355713, -0.47486647963523865, 0.9521791934967041, 0.3886549472808838, 1.4348690509796143, -1.0126677751541138, -1.6407792568206787, -2.2675371170043945, -2.470508337020874, -3.4580068588256836, -1.3188742399215698, -2.246249198913574, -2.0960209369659424, -3.6613383293151855, -2.5051002502441406, -2.1624584197998047, -1.5582447052001953]","[-0.7197138071060181, 0.09486082196235657, -0.5963178873062134, -1.9804043769836426, -0.5478931069374084, 0.7911962866783142, 0.42612749338150024, 1.3250484466552734, -1.0720224380493164, -1.8773130178451538]"
65,11,13,"[-0.17475008964538574, 0.9230254292488098, 0.3743320107460022, -1.1398544311523438, -0.9411671161651611, -1.2474253177642822, -0.08232581615447998, -1.3358229398727417, 0.11202159523963928, -1.170243263244629, -2.6437511444091797, -1.5374003648757935, -3.4016294479370117, -2.117820978164673, -1.902771234512329, -1.6235345602035522, -3.577528953552246, -1.1009663343429565, -3.0215892791748047, -1.273447036743164]","[-0.15855832397937775, 0.8721221089363098, 0.3669334650039673, -1.0929843187332153, -1.009293794631958, -1.4960848093032837, -0.021803345531225204, -1.5935941934585571, 0.19039389491081238, -1.0327086448669434]"
65,11,14,"[0.18531781435012817, 0.039732255041599274, -0.3129165768623352, -1.3507273197174072, -1.363095760345459, -1.3603975772857666, -0.14670181274414062, 0.3495560884475708, 1.2459920644760132, 1.2087864875793457, -2.544309139251709, -1.189130425453186, -3.6982007026672363, -1.909368634223938, -0.6712508201599121, -2.467377185821533, -3.4339041709899902, -0.6595734357833862, -3.2126455307006836, -0.8061017394065857]","[0.3799843192100525, 0.0401945523917675, -0.3228711485862732, -1.324328899383545, -1.271721601486206, -1.4333937168121338, -0.14117325842380524, -0.15063786506652832, 1.2257086038589478, 0.6609463095664978]"
65,11,15,"[2.4780895709991455, -0.21762683987617493, 0.9668527245521545, -0.39116376638412476, 1.7439007759094238, -0.9477152228355408, -1.2835944890975952, -2.9434640407562256, -0.7415822744369507, 0.13941577076911926, 0.03816938400268555, -1.4248545169830322, -10.708517074584961, -4.550563812255859, -2.4466066360473633, -0.09343409538269043, -3.3362910747528076, -0.2616546154022217, -0.4730290174484253, -1.7414016723632812]","[2.954840660095215, -0.002068832516670227, 0.9668550491333008, -0.4037693440914154, 1.7863850593566895, -2.5423290729522705, -1.22123122215271, -3.4428884983062744, -0.3257886469364166, 0.4732820391654968]"
65,11,16,"[0.12501966953277588, -0.6278436779975891, 2.3075878620147705, 0.17503486573696136, -0.0006810706108808517, -0.3395524024963379, -1.214592695236206, -2.089247226715088, -0.4315556287765503, -2.5648763179779053, -1.517387866973877, -0.7572159171104431, -6.911077499389648, 0.5061016082763672, -1.342008113861084, 0.030901789665222168, -2.509993553161621, -0.17061257362365723, 1.5787386894226074, -1.1623061895370483]","[0.48444846272468567, -1.5045722723007202, 2.3083689212799072, -1.3369460105895996, -0.17852215468883514, -0.7588505148887634, -1.1393898725509644, -2.1189725399017334, 1.1560163497924805, -2.458533525466919]"
