init,targ,rollout_id,embedding,sampled_embedding
46,11,0,"[-0.655673086643219, -0.1786685287952423, -0.7811968326568604, -0.9343432784080505, -1.1550319194793701, 0.12695316970348358, -0.7127032279968262, -0.6975020170211792, 0.42795121669769287, -0.6232185959815979, -3.9905731678009033, -1.368491291999817, -3.393091917037964, -0.0200345516204834, -0.6045962572097778, -1.846916675567627, -3.0375864505767822, 0.2811267375946045, -3.486370086669922, -0.9018890261650085]","[-0.6828465461730957, -0.22835606336593628, -0.7688136100769043, -0.40358227491378784, -1.8049167394638062, 0.09631898254156113, -0.6753708720207214, -1.4022634029388428, 0.4418843686580658, -0.9165655374526978]"
46,11,1,"[-1.37185800075531, -1.1494489908218384, 1.9305760860443115, 0.07425804436206818, -1.8235739469528198, -2.275695323944092, 0.29884159564971924, 0.14475461840629578, 0.24105657637119293, 1.0224707126617432, -1.5972224473953247, -3.0236942768096924, -1.4403905868530273, -2.185967206954956, -1.6250507831573486, -1.8316868543624878, -3.623148202896118, -0.3011910915374756, -2.160788059234619, -1.7278674840927124]","[-0.9783560633659363, -1.0994805097579956, 1.7979395389556885, 0.03780360519886017, -1.6637115478515625, -2.634645700454712, 0.31310364603996277, 1.0762639045715332, 0.33429840207099915, 1.1160155534744263]"
46,11,2,"[0.39902886748313904, -0.014791272580623627, -0.7254959940910339, -1.8503965139389038, -1.2981054782867432, 0.34587860107421875, 1.225569486618042, -0.657344400882721, -1.2493420839309692, -0.8667791485786438, -3.1537561416625977, -1.7168372869491577, -4.517546653747559, -0.5109084844589233, -1.431128978729248, -2.0680599212646484, -3.937854766845703, -0.5430664420127869, -1.8669668436050415, -1.3040404319763184]","[0.40452879667282104, -0.1894083321094513, -0.7126784324645996, -1.916487455368042, -0.8754291534423828, 0.4748588800430298, 1.2329187393188477, -0.3195021152496338, -1.0848554372787476, -0.985393762588501]"
46,11,3,"[-0.027017846703529358, 1.12227201461792, -2.6348302364349365, -0.6744948625564575, -0.0464015007019043, -1.303553819656372, 1.1857361793518066, -0.32687392830848694, 0.04763546586036682, -2.5124642848968506, -3.113786220550537, -1.3947049379348755, -0.7552874088287354, -3.050246477127075, -2.4478201866149902, -1.7978103160858154, -3.8236007690429688, -1.952436923980713, -3.0860350131988525, -1.4915250539779663]","[-0.00020486488938331604, 0.984054446220398, -3.013256311416626, -0.6977086067199707, 0.09892421960830688, -1.4262163639068604, 1.1649681329727173, -0.07451382279396057, 0.004656538367271423, -2.3420777320861816]"
46,11,4,"[-1.3571792840957642, 1.1868681907653809, 0.6401278972625732, -2.523390531539917, -0.6063390970230103, -0.9193060398101807, 0.7120562791824341, -0.20629340410232544, -1.4084488153457642, 0.8095729947090149, -1.4949465990066528, -0.818888247013092, -4.596153259277344, 1.4553205966949463, -0.8171133995056152, -2.0380845069885254, -2.990036964416504, 0.04939556121826172, -1.6772370338439941, -1.1259379386901855]","[-0.8625064492225647, 1.0854436159133911, 0.6440027356147766, -9.067055702209473, -0.3592962622642517, -0.8213437795639038, 0.776088535785675, 0.34036505222320557, -1.4299918413162231, 0.7314805388450623]"
46,11,5,"[2.8515732288360596, -0.6433945894241333, -1.4994572401046753, -1.5283722877502441, -1.094163417816162, -0.9847367405891418, -0.13911095261573792, 0.888927698135376, 0.6137943863868713, 1.1820149421691895, -1.456480860710144, -0.3259013891220093, -3.9281117916107178, -1.7950650453567505, -0.8007575273513794, -2.598133087158203, -3.2236409187316895, -2.1685755252838135, -2.955293893814087, -0.6438837051391602]","[2.731865167617798, -2.083794593811035, -1.5247361660003662, -1.3801223039627075, -1.1041102409362793, -0.9207950234413147, -0.14944717288017273, 0.7564760446548462, 0.6057635545730591, 1.248184084892273]"
46,11,6,"[1.2529616355895996, -0.6419215202331543, -0.9695549011230469, -1.6989085674285889, -0.3588142395019531, 0.7419804334640503, 0.5504136085510254, 1.359830379486084, 0.6716582775115967, -1.1367878913879395, -0.5279990434646606, -0.880688488483429, -2.8974151611328125, -2.0336251258850098, -1.4785199165344238, -1.6669981479644775, -3.283310890197754, -1.7973558902740479, -2.4190022945404053, -0.963717520236969]","[2.467953681945801, -0.8148492574691772, -0.9610525965690613, -1.7131245136260986, -0.746080756187439, 0.8014397025108337, 0.5404064059257507, 1.5790491104125977, 0.6082850694656372, -1.1343287229537964]"
46,11,7,"[-2.0110244750976562, -0.3735233247280121, 1.34957754611969, -1.0336791276931763, -0.8489636182785034, 0.08931319415569305, -0.151052325963974, -0.25273752212524414, -1.175239086151123, 0.20092163980007172, -1.010792851448059, -2.6809308528900146, -3.491368293762207, -2.6075947284698486, -1.5636532306671143, -1.9944944381713867, -3.5176873207092285, -0.43473196029663086, -2.138225555419922, -1.6424752473831177]","[-1.443490982055664, -0.3044242262840271, 1.3205369710922241, -1.0134124755859375, -1.044431447982788, -0.04135651886463165, -0.15764306485652924, 0.28753119707107544, -1.4171860218048096, 0.29191237688064575]"
46,11,8,"[-0.6027727127075195, 0.5330610871315002, 0.6330755949020386, -0.19061140716075897, 0.6863757371902466, 0.8786736726760864, -0.8590676784515381, 0.18567997217178345, 0.3033783435821533, -2.37953782081604, 0.30059027671813965, -0.4561697244644165, -5.419704437255859, 0.5868830680847168, -0.9959090352058411, -1.7476873397827148, -2.3218278884887695, -1.9367990493774414, -1.9825104475021362, -0.7136188745498657]","[-1.030128836631775, -0.5205244421958923, 0.629088282585144, -4.150391578674316, 0.1014108657836914, 0.9037036895751953, -0.9898242950439453, 0.3781183362007141, 0.3330877423286438, -2.4238455295562744]"
46,11,9,"[1.9366447925567627, -1.2580825090408325, 2.046827554702759, 1.344064712524414, -0.6885614395141602, -0.8026210069656372, -0.7271620035171509, -1.6916112899780273, -1.728001356124878, -1.6676578521728516, 3.176607608795166, -0.023029685020446777, -6.232054710388184, -0.6093544960021973, -0.6605004072189331, 0.03586292266845703, -2.3002264499664307, 1.6872634887695312, 0.4979093074798584, -0.5362913012504578]","[0.7460356950759888, -0.59662926197052, 2.0468063354492188, 1.262781023979187, -0.18583697080612183, -0.674765944480896, -0.5741593837738037, -8.267159461975098, -1.4176201820373535, -1.595461368560791]"
